dataset,split,contract,family_size,family_correct,confidence,per_candidate_confidence,risk_confidence,fp_confidence,alpha,alpha_select,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_misses,cal_n_gt,cal_tp,cal_fp,cal_precision,cal_images,cal_fp_img,cal_fp_upper,eval_risk,eval_misses,eval_n_gt,eval_tp,eval_fp,eval_cp,eval_precision,eval_images,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected
uavdt,random1,raw960,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.012383241998031735,False,0.1528736166373664,0.14514227984509176,862,5939,5077,38241,0.11720301029595087,153,249.94117647058823,279.62446684608204,0.13743890518084068,703,5115,4412,37899,0.14560858708273286,0.10427548391671197,152,249.33552631578948,279.11629902389166,True,1.0,81,81,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,random1,union,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.0514598065055907,True,0.15081014408977486,0.14312173766627379,850,5939,5089,21965,0.18810527093960228,153,143.56209150326796,163.95780017941533,0.1464320625610948,749,5115,4366,20171,0.1548100143933725,0.17793536292130252,152,132.70394736842104,155.62945691862848,True,0.45472157411106073,29,81,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,False,False,False
uavdt,random1,nms040,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.028431411774363372,True,0.15012220777514973,0.14244822360666778,846,5939,5093,15408,0.24842690600458514,153,100.70588235294117,130.38917272843491,0.14389051808406647,736,5115,4379,15047,0.15221071235435416,0.22541954082157933,152,98.99342105263158,128.77419376073374,True,0.3115086463644208,18,81,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,False
uavdt,random1,nms040_cap300,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.02786087431013584,True,0.15012220777514973,0.14244822360666778,846,5939,5093,15510,0.24719701014415377,153,101.37254901960785,131.0558393951016,0.14545454545454545,744,5115,4371,15122,0.15381038315394954,0.22423434053249885,152,99.48684210526316,129.26761481336533,True,0.3115086463644208,18,81,"{'name': 'nms040_cap300', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,False
uavdt,random1,nms040_cap300_sf003,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.028014649404212836,True,0.15081014408977486,0.14312173766627379,850,5939,5089,15468,0.24755557717565793,153,101.09803921568627,130.78132959118003,0.1458455522971652,746,5115,4369,15072,0.15421025061308752,0.22473123810503576,152,99.15789473684211,128.93866744494426,True,0.3115086463644208,18,81,"{'name': 'nms040_cap300_sf003', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.003, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,False
uavdt,random1,support_soft_a,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.028085916903801272,True,0.15012220777514973,0.14244822360666778,846,5939,5093,15259,0.2502456761006289,153,99.73202614379085,129.41531651928457,0.14330400782013686,733,5115,4382,14871,0.15161075230044993,0.22760089336726744,152,97.83552631578948,127.61629902389163,True,0.2980158219592647,17,81,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,False
uavdt,random1,support_soft_b,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.02562038790492807,True,0.15012220777514973,0.14244822360666778,846,5939,5093,15255,0.2502948692746216,153,99.70588235294117,129.38917272843491,0.14486803519061583,741,5115,4374,14879,0.15321054439004497,0.22718537370799355,152,97.88815789473684,127.66893060283898,True,0.2980158219592647,17,81,"{'name': 'support_soft_b', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.5, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,False
uavdt,random1,support_floor,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.027294121608138083,True,0.15098211936106937,0.1432901161811753,851,5939,5088,14972,0.2536390827517448,153,97.85620915032679,127.53949952582055,0.14408602150537633,737,5115,4378,14541,0.15241068887738077,0.23140757968180137,152,95.66447368421052,125.44524639231268,True,0.2980158219592647,17,81,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,True
uavdt,random1,support_cap200,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.010596052849665284,False,0.20243519302894145,0.19380367065162485,1151,5939,4788,22645,0.17453431997958663,153,148.00653594771242,177.6898263232062,0.19237536656891496,984,5115,4131,23081,0.20166758189000408,0.15180802587093928,152,151.84868421052633,181.62945691862848,False,0.6847901894544511,48,81,"{'name': 'support_cap200', 'resolution': None, 'nms_iou': 0.4, 'max_det': 200, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.75, 'single_penalty_960': 0.88, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,random2,raw960,9,False,0.95,0.95,0.95,0.95,0.16,0.151,150.0,0.25,0.012469348905142397,False,0.15748298333143473,0.14979691307879772,922,6155,5233,37798,0.12161000209151542,153,247.04575163398692,276.7290420094807,0.13125127577056542,643,4899,4256,37991,0.13945169395339138,0.10074088100930244,152,249.94078947368422,279.72156218178634,True,1.0,82,82,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
